schcd,schname,school_cat,management,rururb,dtname,longitude,latitude
29270103902,Glps Urdu Kiragasur,Primary,Department of Education,1,Chamarajanagara,76.568611,11.631111
29270217701,Glps  Kaniyanapura Colony.,Primary,Department of Education,1,Chamarajanagara,76.68,11.633333
29260334606,Viveka High School Of Excellence,Secondary with Higher Secondary,Private Unaided (Recognized),2,Mysuru,76.701667,11.6425
29270207101,Glps Yala Chatty,Primary,Department of Education,1,Chamarajanagara,76.705,11.646111
29270207001,Glps Jakkahalli,Primary,Department of Education,1,Chamarajanagara,76.681667,11.646389
29270206901,Ghps  Mangala,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.671389,11.649167
29270218301,Glps Chikkayalachatty,Primary,Department of Education,1,Chamarajanagara,76.725278,11.656111
29270217401,"Glps, Karemala",Primary,Department of Education,1,Chamarajanagara,76.654722,11.659444
29270207202,Ashrma School Bandipura,Primary,Tribal Welfare Department,1,Chamarajanagara,76.627222,11.663889
29270211201,Glps  Upakar Colony,Primary,Department of Education,1,Chamarajanagara,76.77,11.665278
29270211203,Glps Upakara Girijana Colony,Primary,Department of Education,1,Chamarajanagara,76.776944,11.67
29270210601,Ghps  Kunda Kere,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.788889,11.690278
29270204501,Glps  Melukamana Halli Tribes,Primary,Department of Education,1,Chamarajanagara,76.636667,11.694722
29270204601,Glps  Maguvina Halli,Primary,Department of Education,1,Chamarajanagara,76.651111,11.697778
29270216901,Glps  Melu Kamana Halli,Primary,Department of Education,1,Chamarajanagara,76.639722,11.701944
29270204701,Ghps  Bachalli,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.736944,11.701944
29270204704,Ghs Bachalli,Secondary Only,Department of Education,1,Chamarajanagara,76.731944,11.705
29270210901,Glps  Hegga Vadi,Primary,Department of Education,1,Chamarajanagara,76.775278,11.705
29270206402,Glps-1  Shetta Halli,Primary,Department of Education,1,Chamarajanagara,76.718889,11.706944
29270206201,Ghps  Kebbe Pura,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.700833,11.7075
29270206001,Ghps  Hundi Pura,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.696389,11.709444
29270211001,Glps  Kadabur,Primary,Department of Education,1,Chamarajanagara,76.819722,11.709722
29270206002,Ghs Hundi Pura,Secondary Only,Department of Education,1,Chamarajanagara,76.696111,11.71
29270210701,Ghps  Chirakana Halli,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.809722,11.710278
29270206101,Ghps  Bela Vadi,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.710278,11.7125
29270210502,Tss Hs Vaddagere,Secondary Only,Government Aided,1,Chamarajanagara,76.7925,11.715833
29270205101,Ghps  Yariyur,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.76,11.716111
29270206301,Glps  Chowda Halli,Primary,Department of Education,1,Chamarajanagara,76.698056,11.716389
29270210501,Ghps  Vadda Gere,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.793056,11.716944
29270205001,Ghps  Ankahalli,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.733889,11.720556
29270206701,Ghps  Kali Gowdan Halli,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.658889,11.720833
29270210001,Glps  Karakala Madahalli,Primary,Department of Education,1,Chamarajanagara,76.778889,11.7225
29270204902,Divyasree Convent Lps,Primary,Private Unaided (Recognized),1,Chamarajanagara,76.730833,11.724444
29270204903,Goutham Hs Bommalapura,Secondary Only,Government Aided,1,Chamarajanagara,76.723056,11.725
29270204901,Ghps  Bommalapura,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.723889,11.725556
29270210802,Glps Kurubara Hundi -T,Primary,Department of Education,1,Chamarajanagara,76.806667,11.725556
29270206601,Ghps  Shiva Pura,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.684444,11.727778
29270206501,Glps Hullepura,Primary,Department of Education,1,Chamarajanagara,76.699167,11.727778
29270210401,Ghps  Bommana Halli,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.811111,11.728056
29270210402,Ghs Bommana Halli,Secondary Only,Department of Education,1,Chamarajanagara,76.814722,11.728611
29270209901,Glps  Dari Begur,Primary,Department of Education,1,Chamarajanagara,76.765278,11.728889
29270211101,Glps  Ramaiahna Pura,Primary,Department of Education,1,Chamarajanagara,76.844444,11.731667
29270206602,Jss Hs Shivapura,Secondary Only,Government Aided,1,Chamarajanagara,76.683889,11.731944
29270205701,Glps  Hangalahosahalli Col,Primary,Department of Education,1,Chamarajanagara,76.612778,11.732222
29270209601,Ghps  Koda Soge,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.754167,11.737778
29270209602,Jss Hs Koda Soge,Secondary Only,Government Aided,1,Chamarajanagara,76.759722,11.738056
29270209801,Glps  Kadathala Katte Hund,Primary,Department of Education,1,Chamarajanagara,76.766944,11.739722
29270111101,Ghps  Yaragana Halli,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.849,11.74
29270111102,Ghs Yaraganahalli,Secondary Only,Department of Education,1,Chamarajanagara,76.849,11.742
29270204204,Morarji Residential School Hangala,Upper Pri. and Secondary,Social welfare Department,1,Chamarajanagara,76.641667,11.742778
29270204203,Karnataka Public Schools Gpuc Hangala,Secondary Only,Department of Education,1,Chamarajanagara,76.649722,11.743889
29270204201,Karnataka Public Schools Ghps  Hangala,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.649722,11.744444
29270204206,Karnataka Public Schools Govt Pu College Hangala (Pu Section,Higher Secondary only/Jr. College,Department of Education,1,Chamarajanagara,76.65105,11.747454
29270205601,Glps Kalli Pura,Primary,Department of Education,1,Chamarajanagara,76.609444,11.7475
29270205301,Ghps  Devara Halli,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.626111,11.748056
29270204401,Glps Hangala Pura,Primary,Department of Education,1,Chamarajanagara,76.661667,11.748333
29270110701,Glps  Yanagumba,Primary,Department of Education,1,Chamarajanagara,76.86,11.749
29270205202,Gangadareswara Hs Gopala Pura,Secondary Only,Government Aided,1,Chamarajanagara,76.593611,11.75
29270210101,Ghps  Somanapura,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.765278,11.750833
29270205201,Ghps Gopala Pura,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.596667,11.751389
29270110901,Glps Vaddarahalli,Primary,Department of Education,1,Chamarajanagara,76.879722,11.751944
29270110801,Ghps  Madhalavadi,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.812,11.753
29270111001,Glps  Achattipura,Primary,Department of Education,1,Chamarajanagara,76.854444,11.754722
29270217601,Glps  Lakkipura,Primary,Department of Education,1,Chamarajanagara,76.577222,11.755278
29270210201,Glps  Sheelavantha Pura,Primary,Department of Education,1,Chamarajanagara,76.768333,11.757778
29270124401,Glps  Yetthegowdanadoddi,Primary,Department of Education,1,Chamarajanagara,77.08,11.758
29270205501,Ghps Honne Gowdana Halli,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.620556,11.758333
29270204301,Ghps  Puttana Pura,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.661944,11.759722
29270207601,Ghps  Beram Badi,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.567778,11.761944
29270205902,Glps Bheechanahally,Primary,Department of Education,1,Chamarajanagara,76.584167,11.762222
29270200401,Glps  Bendra Vadi,Primary,Department of Education,1,Chamarajanagara,76.676944,11.764167
29270110602,Ghs Yanagalli,Secondary Only,Department of Education,1,Chamarajanagara,76.859,11.765
29270110201,Glps  Mudala Hosa Halli,Primary,Department of Education,1,Chamarajanagara,76.887,11.767
29270104302,Nirmala Hps Kudluru,Primary with Upper Primary,Private Unaided (Recognized),1,Chamarajanagara,76.886944,11.767222
29270121301,Glps  Veerayanapura,Primary,Department of Education,1,Chamarajanagara,77.077778,11.767222
29270110601,Ghps  Yanagalli,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.862778,11.767778
29270115001,Glps  Mukana Palya,Primary,Department of Education,1,Chamarajanagara,77.068,11.768
29270206801,Ghps  Kodahalli,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.6925,11.768056
29270210301,Glps  Huthur,Primary,Department of Education,1,Chamarajanagara,76.796667,11.768889
29270111201,Ghps  Kilagere,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.822,11.769
29270110502,Divyasree Hps Arakalavadi,Primary with Upper Primary,Government Aided,1,Chamarajanagara,76.87,11.77
29270200301,Glps  Basava Pura,Primary,Department of Education,1,Chamarajanagara,76.6625,11.770833
29270209701,Ghps  Depapura,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.784167,11.771667
29270200501,Glps  Vaddanahosahalli,Primary,Department of Education,1,Chamarajanagara,76.680278,11.771944
29270114802,Glps Srinivasapura Colony,Primary,Department of Education,1,Chamarajanagara,77.10621,11.772454
29270205401,Ghps  Kanne Gala,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.605556,11.772778
29270123001,Glps Manchugundi Pura,Primary,Department of Education,1,Chamarajanagara,76.869167,11.773056
29270110503,Jss Hs Arakalavadi,Secondary Only,Government Aided,1,Chamarajanagara,76.86911,11.773105
29270110501,Ghps  Arakala Vadi,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.87,11.774
29270114803,Ashrama School Punajanuru,Primary,Tribal Welfare Department,1,Chamarajanagara,77.101,11.775
29270114801,Ghps  Punajur,Primary with Upper Primary,Department of Education,1,Chamarajanagara,77.113,11.775
29270207801,Glps  Maddur,Primary,Department of Education,1,Chamarajanagara,76.558889,11.777222
29270115304,Ghs Kolipalya,Secondary Only,Department of Education,1,Chamarajanagara,77.07828,11.77738
29270115301,Ghps  Koli Palya,Primary with Upper Primary,Department of Education,1,Chamarajanagara,77.077222,11.778889
29270200101,Ghps Annurukeri,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.695833,11.779444
29270205801,Glps  Maddaiahna Hundi,Primary,Department of Education,1,Chamarajanagara,76.593056,11.779722
29270200102,Ghs Annurkeri,Secondary Only,Department of Education,1,Chamarajanagara,76.695833,11.779722
29270124601,Glps  Bijjalapalya,Primary,Department of Education,1,Chamarajanagara,77.086111,11.780833
29270203202,Ghs Beemana Beedu,Secondary Only,Department of Education,1,Chamarajanagara,76.6275,11.781111
29270207802,Ashrma Shale,Primary,Tribal Welfare Department,1,Chamarajanagara,76.549167,11.7825
29270115302,Ashrama Shale  Lps Kolipalya,Primary,Tribal Welfare Department,1,Chamarajanagara,77.071,11.783
29270207701,Glps  Channamalli Pura,Primary,Department of Education,1,Chamarajanagara,76.568611,11.783889
29270110301,Glps Linganaapura,Primary,Department of Education,1,Chamarajanagara,76.872973,11.78457
29270203201,Ghps  Beemana Beedu,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.628611,11.787778
29270217501,"Glps, Haggadahalla",Primary,Department of Education,1,Chamarajanagara,76.633611,11.788333
29270203801,Glps  Kandegala,Primary,Department of Education,1,Chamarajanagara,76.738056,11.788889
29270200201,Glps Annuru,Primary,Department of Education,1,Chamarajanagara,76.704444,11.79
29270109401,Ghps  Bandigowdana Halli,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.965,11.791
29270203401,Ghps  Kuthanur,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.635833,11.791667
29270203501,Ghps  Mallaiahna Pura,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.650278,11.7925
29270204001,Ghps  Bettahalli,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.716667,11.795278
29270115101,Glps  Mudahalli Colony,Primary,Department of Education,1,Chamarajanagara,77.064167,11.795556
29270218403,St John'S English High School,Pri. Upper Pri. and Secondary Only,Private Unaided (Recognized),2,Chamarajanagara,76.679722,11.796389
29271310106,Rc Kan Hps Jallipalya,Primary with Upper Primary,Private Unaided (Recognized),1,Chamarajanagara,77.446389,11.7975
29271310102,Rc Tamil Aided Lps Jallipalya,Primary,Government Aided,1,Chamarajanagara,77.446389,11.7975
29270109903,Mcs Hps Bisalavadi,Primary with Upper Primary,Private Unaided (Recognized),1,Chamarajanagara,76.944589,11.799647
29271312306,Asrama School Ardanaripura (Lps),Primary,Tribal Welfare Department,1,Chamarajanagara,77.23,11.8
29270114902,Ashrama Shale Lps Bedaguli,Primary,Tribal Welfare Department,1,Chamarajanagara,77.169138,11.800146
29270208801,Glps  Thriyambaka Pura,Primary,Department of Education,1,Chamarajanagara,76.765278,11.801944
29270109501,Glps  Basthipura,Primary,Department of Education,1,Chamarajanagara,76.981,11.802
29270105701,Ghps  Narasa Mangala,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.858333,11.802778
29270109901,Ghps  Bisalavadi,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.944,11.804
29270203301,Glps Hulasagundi,Primary,Department of Education,1,Chamarajanagara,76.630278,11.804167
29270218406,Nirmala Convent Enghps Gundlupet,Primary with Upper Primary,Private Unaided (Recognized),2,Chamarajanagara,76.685,11.804722
29270218407,Nirmala Convent Eng Hs Gundlupet,Secondary Only,Private Unaided (Recognized),2,Chamarajanagara,76.685,11.804722
29270218401,Nirmala Convent Hps Gundlupet,Primary with Upper Primary,Government Aided,2,Chamarajanagara,76.685,11.804722
29270218408,Ghps Urdu Zakir Hussain Nagar,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.683889,11.805
29270218606,Glps Urdu Eidgha Mohalla,Primary,Department of Education,2,Chamarajanagara,76.689722,11.805833
29270109902,Ghs Bisalavadi,Secondary Only,Department of Education,1,Chamarajanagara,76.945,11.805833
29270218604,Javahar Hs Gundlupet,Pri. Upper Pri. and Secondary Only,Private Unaided (Recognized),2,Chamarajanagara,76.691111,11.806389
29270218603,Ksn Hs Gundlupet,Secondary Only,Government Aided,2,Chamarajanagara,76.691111,11.806389
29270218601,Hps Abdul Nazeer Sab,Primary with Upper Primary,Government Aided,2,Chamarajanagara,76.6925,11.806389
29271305201,Glps  Arekaduvina Doddi,Primary,Department of Education,1,Chamarajanagara,77.244167,11.806389
29270218902,Gglps Urdu Halesantmala,Primary,Department of Education,2,Chamarajanagara,76.694444,11.806667
29270122201,Glps  Vaddagal Pura,Primary,Department of Education,1,Chamarajanagara,76.892222,11.806667
29270201801,Ghps  Hongalli,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.581667,11.806944
29270218901,Ghps Tamil Gundlupet,Primary with Upper Primary,Department of Education,2,Chamarajanagara,76.694444,11.806944
29271307501,Glps  Guru Mallappana Dodi,Primary,Department of Education,1,Chamarajanagara,77.236111,11.806944
29270203701,Ghps  Doddathuppur,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.719722,11.807222
29270208702,Glps Urdu  Kaggalada Hundi,Primary,Department of Education,1,Chamarajanagara,76.752778,11.808611
29270218701,Ghps Pete  Gundlupet,Primary with Upper Primary,Department of Education,2,Chamarajanagara,76.691111,11.808889
29270216002,Young Scholar Educational Institution,Primary,Private Unaided (Recognized),2,Chamarajanagara,76.701497,11.809413
29270219002,Govt Adarshavidyalaya Rmsa,Upper Pri. and Secondary,Department of Education,2,Chamarajanagara,76.687222,11.809444
29270218509,Govt Gilrs Indipendent Pu College G,Higher Secondary only/Jr. College,Department of Education,2,Chamarajanagara,76.68636,11.80955
29270217801,Ghps Shindana Pura,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.737222,11.810278
29270218504,Gghs Madahalli Road Gundlupet,Secondary Only,Department of Education,2,Chamarajanagara,76.686111,11.810833
29270208701,Glps  Kaggalada Hundi,Primary,Department of Education,1,Chamarajanagara,76.753333,11.811111
29270218505,Jss High School,Secondary Only,Government Aided,2,Chamarajanagara,76.681389,11.811389
29270202802,Ghs Chikkathuppur,Secondary Only,Department of Education,1,Chamarajanagara,76.715833,11.811389
29270202302,Glps-1  Muka Halli Colony,Primary,Department of Education,1,Chamarajanagara,76.603056,11.811667
29270218402,Gowtham Hs Gundlupet,Secondary Only,Government Aided,2,Chamarajanagara,76.686111,11.811667
29270219101,Glps Vokkaligara Street,Primary,Department of Education,2,Chamarajanagara,76.693889,11.811667
29270207910,Gpuc Therakanambi,Secondary Only,Department of Education,1,Chamarajanagara,76.790833,11.811667
29270219401,Ghps Nayakara Street Town,Primary with Upper Primary,Department of Education,2,Chamarajanagara,76.689444,11.811944
29270218405,Gowtham Gjc Composite  Gu,Higher Secondary only/Jr. College,Private Unaided (Recognized),2,Chamarajanagara,76.6912,11.8121
29270218605,Smt K S Nagarathnamma Pu College G-,Higher Secondary only/Jr. College,Private Unaided (Recognized),2,Chamarajanagara,76.71431,11.81215
29270218507,Hs Manasa Vidyalaya,Pri. Upper Pri. and Secondary Only,Private Unaided (Recognized),1,Chamarajanagara,76.677778,11.812222
29270219001,Ghps Ooty Road Gundlupet,Primary with Upper Primary,Department of Education,2,Chamarajanagara,76.685,11.812222
29270114101,Glps  Kulluru,Primary,Department of Education,1,Chamarajanagara,77.051667,11.812222
29270216061,Manasa Pu College,Higher Secondary only/Jr. College,Private Unaided (Recognized),2,Chamarajanagara,76.68226,11.81225
29270218506,Manasa Vidyalaya Public School,Pri. Upper Pri. and Secondary Only,Private Unaided (Recognized),1,Chamarajanagara,76.6775,11.8125
29270218503,Dbgjc Hs Gundlupet Town,Secondary Only,Department of Education,2,Chamarajanagara,76.686111,11.8125
29270219906,Maddaneswara Hps (Eng) Gundlupet,Upper Primary only,Private Unaided (Recognized),2,Chamarajanagara,76.687222,11.8125
29270219905,Maddaneswara Hs Gundlupet,Pri. Upper Pri. and Secondary Only,Private Unaided (Recognized),2,Chamarajanagara,76.687222,11.8125
29270207912,Jss Hs Therakanambi,Secondary Only,Government Aided,1,Chamarajanagara,76.7775,11.8125
29270219909,Sri Maddaneshwara Hps Gundlupet,Primary with Upper Primary,Private Unaided (Recognized),2,Chamarajanagara,76.688213,11.812532
29270219908,Maddaneshwra Eng Hs,Secondary Only,Private Unaided (Recognized),2,Chamarajanagara,76.687247,11.812785
29270218510,Db Govt Pu College G-Pet (Pu Sectio,Higher Secondary only/Jr. College,Department of Education,2,Chamarajanagara,76.68842,11.81285
29270105801,Glps  Nijalingana Pura,Primary,Department of Education,1,Chamarajanagara,76.865,11.813
29271306701,Ghps  Gajanur,Primary with Upper Primary,Department of Education,1,Chamarajanagara,77.333056,11.813056
29270208601,Ghps  Kaggala,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.7575,11.813611
29270207904,Ghps Nayakara Street,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.79,11.813889
29270202301,Glps-2  Muka Halli Colony,Primary,Department of Education,1,Chamarajanagara,76.604722,11.814167
29271300903,Ghs Bylore,Secondary Only,Department of Education,1,Chamarajanagara,77.24181,11.81424
29270217201,Glps   Uttangerihundi,Primary,Department of Education,1,Chamarajanagara,76.636111,11.814444
29270207902,Ghps Therakanambi,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.787222,11.814444
29271300901,Ghps  Bylore(Rmsa Upgraded),Primary with Upper Primary,Department of Education,1,Chamarajanagara,77.240623,11.814637
29270220201,Ghps Kurubageri,Primary with Upper Primary,Department of Education,2,Chamarajanagara,76.6925,11.814722
29270108401,Ghps  Kothala Vadi,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.828,11.815
29270108403,Sri Gangadhareshwara Hs Kottalavadi,Secondary Only,Government Aided,1,Chamarajanagara,76.82755,11.81525
29270202001,Ghps  Mada Halli,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.664167,11.815278
29270207909,"Shree Vinayaka H.P.S, Terakanambi",Primary with Upper Primary,Government Aided,1,Chamarajanagara,76.783889,11.815278
29271309901,Ghps  Koppa,Primary with Upper Primary,Department of Education,1,Chamarajanagara,77.325,11.815278
29270202601,Glps  Thenkala Hundi,Primary,Department of Education,1,Chamarajanagara,76.629722,11.815556
29270202801,Ghps  Chikka Thuppur,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.7175,11.815556
29271308101,Glps  Hosa Palya,Primary,Department of Education,1,Chamarajanagara,77.247778,11.815833
29270108402,Tivari  Lps Kothalavadi,Primary,Private Unaided (Recognized),1,Chamarajanagara,76.825779,11.8161
29270217901,Ghps  Honnashettara Hundi,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.628611,11.818056
29270122101,Glps  Vaddagal Puradha Hundi,Primary,Department of Education,1,Chamarajanagara,76.896111,11.818056
29270216301,Glps  Dumdasanapura,Primary,Department of Education,2,Chamarajanagara,76.690833,11.818333
29270202201,Glps Mukahalli,Primary,Department of Education,1,Chamarajanagara,76.615556,11.818889
29270216201,Ghps  Hosur,Primary with Upper Primary,Department of Education,2,Chamarajanagara,76.693333,11.818889
29270219907,Vinayaka Hs Gundlupet,Pri. Upper Pri. and Secondary Only,Private Unaided (Recognized),2,Chamarajanagara,76.688722,11.819166
29271303501,Ghps  Minyam,Primary with Upper Primary,Department of Education,1,Chamarajanagara,77.353611,11.819444
29270202401,Glps  Mukthi Colony,Primary,Department of Education,1,Chamarajanagara,76.57,11.82
29270208001,Ghps  Terakanambi Hundi-1,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.7925,11.82
29271303503,Ghs Minyam,Secondary Only,Department of Education,1,Chamarajanagara,77.36,11.820833
29270207309,Skg Pu College Kabballi (Pu Section,Higher Secondary only/Jr. College,Department of Education,1,Chamarajanagara,76.69961,11.82097
29271300902,"Glps, Bylore",Primary,Department of Education,1,Chamarajanagara,77.243889,11.821111
29271310202,Glps 1998 Mineum Post,Primary,Department of Education,1,Chamarajanagara,77.359167,11.821667
29271314101,Glps  Yarambadi,Primary,Department of Education,1,Chamarajanagara,77.419444,11.821944
29270207913,Gurukula Hps Therakanambi,Primary with Upper Primary,Private Unaided (Recognized),1,Chamarajanagara,76.79603,11.82273
29270217301,Glps  Veeranapura Colony,Primary,Department of Education,2,Chamarajanagara,76.680556,11.822778
29271310104,Asrama Nakkundi,Primary,Tribal Welfare Department,1,Chamarajanagara,77.375556,11.823333
29270201703,Jss High School,Secondary Only,Government Aided,1,Chamarajanagara,76.597778,11.824167
29270105301,Ghps  Honna Halli,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.904167,11.824444
29270218201,Glps Channanjayyana Hundi,Primary,Department of Education,1,Chamarajanagara,76.722778,11.825278
29271309902,Glps Sulekobe,Primary,Department of Education,1,Chamarajanagara,77.391389,11.825833
29270108001,Ghps  Katna Vadi,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.841,11.826
29270201701,Ghps Baragi,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.596389,11.826111
29270204101,Glps  Kelasurupura,Primary,Department of Education,1,Chamarajanagara,76.740833,11.826111
29271315901,Glps Kanumele Doddi,Primary,Department of Education,1,Chamarajanagara,77.253056,11.826389
29270208002,Glps-2  Terakanambi Hundi,Primary,Department of Education,1,Chamarajanagara,76.790833,11.826667
29270201501,Glps  Panjana Halli,Primary,Department of Education,1,Chamarajanagara,76.693056,11.828056
29271302502,Morarji Desai Residencial School,Upper Pri. and Secondary,Tribal Welfare Department,1,Chamarajanagara,77.445,11.828333
29260321406,Glps Chikkabargi,Primary,Department of Education,1,Mysuru,76.441,11.829
29270114502,Ghps  Attuguli Pura,Primary with Upper Primary,Department of Education,1,Chamarajanagara,77.005549,11.82986
29270114601,Ashrama Shale  Lps Rangasandra,Primary,Tribal Welfare Department,1,Chamarajanagara,77.063223,11.829935
29270209101,Glps  Sange Gowdana Hundi,Primary,Department of Education,1,Chamarajanagara,76.738333,11.83
29271302501,Ghps   Hoogya,Primary with Upper Primary,Department of Education,1,Chamarajanagara,77.450833,11.830556
29270203101,Glps  Kilagere,Primary,Department of Education,1,Chamarajanagara,76.723889,11.831111
29271307902,Glps Hunsepalya,Primary,Department of Education,1,Chamarajanagara,77.248889,11.831389
29270208201,Ghps  Bereta Halli,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.767222,11.831944
29270218101,Glps Nagapattana Hosur,Primary,Department of Education,1,Chamarajanagara,76.567,11.832
29271304801,Glps  Ande Kurubara Doddi,Primary,Department of Education,1,Chamarajanagara,77.265833,11.833333
29270209201,Glps  Yada Hundi,Primary,Department of Education,1,Chamarajanagara,76.731389,11.833889
29270107801,Glps  Bhokke Pura,Primary,Department of Education,1,Chamarajanagara,76.866,11.835
29270208901,Glps  Mallammana Hundi,Primary,Department of Education,1,Chamarajanagara,76.760278,11.835278
29270109801,Glps  Lakshmi Pura Colony,Primary,Department of Education,1,Chamarajanagara,76.891944,11.836667
29270208401,Ghps  Guruvina Pura,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.824444,11.836944
29271312305,"G.L.P.S, Hosapodu",Primary,Department of Education,1,Chamarajanagara,77.2225,11.836944
29260321401,Govt Higher Upgraded Primary School Doddabaragi,Primary with Upper Primary,Department of Education,1,Mysuru,76.426,11.837
29260325301,Glps Kalana Hundi,Primary,Department of Education,1,Mysuru,76.431,11.837
29270208501,Ghps  Kelasur,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.748889,11.8375
29270208502,Ghs Kelasuru,Secondary Only,Department of Education,1,Chamarajanagara,76.748889,11.8375
29270208003,Morarji  Desai Residential School Terakanambi,Upper Pri. and Secondary,Social welfare Department,1,Chamarajanagara,76.676389,11.838333
29270201602,Morarji Minority Residensial School,Upper Pri. and Secondary,Social welfare Department,1,Chamarajanagara,76.676667,11.838333
29270209001,Glps  Bettegowdana Hundi,Primary,Department of Education,1,Chamarajanagara,76.735,11.839167
29270114401,Glps Chikkahole Check Post,Primary,Department of Education,1,Chamarajanagara,76.986667,11.839167
29270114402,Ghps Tamil  Chikkahole,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.984949,11.839889
29270105401,Glps  Channappana Pura,Primary,Department of Education,1,Chamarajanagara,76.937,11.84
29270211801,Glps  Hale Hundi,Primary,Department of Education,1,Chamarajanagara,76.732222,11.840833
29271307402,Ghps  Gundi Mala,Primary with Upper Primary,Department of Education,1,Chamarajanagara,77.225278,11.840833
29270203001,Glps  Ingala Vadi,Primary,Department of Education,1,Chamarajanagara,76.709167,11.842778
29270200702,"Glps, Desipura Colony.",Primary,Department of Education,1,Chamarajanagara,76.58,11.843056
29270201702,Glps Baragi Colony,Primary,Department of Education,1,Chamarajanagara,76.606389,11.843611
29270201601,Ghps  Veerana Pura,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.690556,11.843889
29270108101,Glps  Sane Gala,Primary,Department of Education,1,Chamarajanagara,76.87,11.844
29270202101,Glps  Munti Pura,Primary,Department of Education,1,Chamarajanagara,76.6175,11.844444
29270109601,Ghps  Kodi Ugane,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.96,11.846
29260302701,Glps   Kurnegala,Primary,Department of Education,1,Mysuru,76.414444,11.846667
29271309101,Glps Kariyappanadoddi,Primary,Department of Education,1,Chamarajanagara,77.256389,11.846667
29270208101,Ghps  Balacha Vadi,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.776944,11.8475
29270201301,Ghps  Madra Halli,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.6725,11.847778
29270122202,Glps Mahadeshwara Colony,Primary,Department of Education,1,Chamarajanagara,76.89,11.848
29270109701,Glps  Bevinathalapura,Primary,Department of Education,1,Chamarajanagara,76.967,11.848
29270208301,Ghps  Lakkur,Primary with Upper Primary,Department of Education,1,Chamarajanagara,76.807222,11.848056
29271310105,Ghs  Kudalur,Secondary Only,Department of Education,1,Chamarajanagara,77.46,11.848056
29271310101,Ghps  Kudaluru,Primary with Upper Primary,Department of Education,1,Chamarajanagara,77.458611,11.848889
29270114201,Glps  Hongala Vadi -1,Primary,Department of Education,1,Chamarajanagara,76.999407,11.8491
